report_received_date,manufacturer,component,recall_type,potentially_affected
08/26/2022,Ford Motor Company,BACK OVER PREVENTION,Vehicle,277040.0
08/26/2022,"Hino Motors Sales U.S.A., Inc.",ENGINE AND ENGINE COOLING,Vehicle,7.0
08/26/2022,"Forest River, Inc.",EQUIPMENT,Vehicle,6.0
08/26/2022,"Chrysler (FCA US, LLC)",ENGINE AND ENGINE COOLING,Vehicle,4907.0
08/26/2022,Ford Motor Company,POWER TRAIN,Vehicle,1175.0
08/26/2022,Dennis Eagle Inc.,STEERING,Vehicle,25.0
08/25/2022,"Rivian Automotive, LLC",SEAT BELTS,Vehicle,207.0
08/25/2022,"Chrysler (FCA US, LLC)",BACK OVER PREVENTION,Vehicle,7895.0
08/25/2022,"General Motors, LLC",LATCHES/LOCKS/LINKAGES,Vehicle,120688.0
08/25/2022,PT. Elangperdana Tyre Industry,TIRES,Tire,31500.0
08/25/2022,"Chrysler (FCA US, LLC)",POWER TRAIN,Vehicle,11.0
08/24/2022,"New Flyer of America, Inc.",STEERING,Vehicle,55.0
08/23/2022,"Firefly Integrations, LLC",ELECTRICAL SYSTEM,Equipment,1047.0
08/23/2022,"Spyder Controls, Corp",ELECTRICAL SYSTEM,Equipment,1047.0
08/23/2022,Indian Motorcycle Company,ENGINE,Vehicle,6315.0
08/19/2022,Indian Motorcycle Company,EXTERIOR LIGHTING,Vehicle,28689.0
08/19/2022,"Daimler Trucks North America, LLC",SEATS,Vehicle,7601.0
08/18/2022,Hyundai Motor America,AIR BAGS,Vehicle,247.0
08/18/2022,Hyundai Motor America,TRAILER HITCHES,Vehicle,245030.0
08/17/2022,PACCAR Incorporated,ENGINE AND ENGINE COOLING,Vehicle,1601.0
08/17/2022,"Genuine Scooters, LLC",STEERING,Vehicle,38.0
08/17/2022,BatteryJack Inc.,EQUIPMENT,Equipment,979.0
08/17/2022,"S&B Filters, Inc.","FUEL SYSTEM, DIESEL",Equipment,910.0
08/17/2022,PACCAR Incorporated,POWER TRAIN,Vehicle,4.0
08/16/2022,Dynamite Manufacturing DBA Man Cave RV,EQUIPMENT,Vehicle,141.0
08/15/2022,"Spartan Fire, LLC",ENGINE AND ENGINE COOLING,Vehicle,1.0
08/15/2022,"Iowa Mold Tooling Co., Inc.",EQUIPMENT,Equipment,31.0
08/15/2022,"Kia America, Inc.",TRAILER HITCHES,Vehicle,36417.0
08/15/2022,Hyundai Motor America,VISIBILITY,Vehicle,122949.0
08/13/2022,"Zhaoqing Junhong Co., Ltd.",TIRES,Tire,
08/12/2022,Ford Motor Company,POWER TRAIN,Vehicle,58203.0
08/12/2022,"Subaru of America, Inc.",EXTERIOR LIGHTING,Vehicle,188397.0
08/12/2022,Ford Motor Company,BACK OVER PREVENTION,Vehicle,46.0
08/12/2022,"Seagrave Fire Apparatus, LLC",STEERING,Vehicle,5.0
08/11/2022,"Grand Design RV, LLC",STRUCTURE,Vehicle,30.0
08/11/2022,Rosenbauer America,ENGINE AND ENGINE COOLING,Vehicle,11.0
08/11/2022,"General Motors, LLC",SEAT BELTS,Vehicle,484155.0
08/11/2022,"Chrysler (FCA US, LLC)",VISIBILITY,Vehicle,508.0
08/10/2022,Thor Motor Coach,EQUIPMENT,Vehicle,262.0
08/10/2022,"Altec Industries, Inc.",EQUIPMENT,Vehicle,975.0
08/10/2022,"Pleasure Way Industries, Ltd.",ELECTRICAL SYSTEM,Vehicle,1237.0
08/10/2022,"BMW of North America, LLC",ENGINE AND ENGINE COOLING,Vehicle,298.0
08/10/2022,"Navistar, Inc.",ENGINE AND ENGINE COOLING,Vehicle,283.0
08/10/2022,"Navistar, Inc.",ENGINE AND ENGINE COOLING,Vehicle,33.0
08/10/2022,Toyota Motor Engineering & Manufacturing,EQUIPMENT,Vehicle,13.0
08/10/2022,"Kia America, Inc.",POWER TRAIN,Vehicle,28065.0
08/09/2022,"Grand Design RV, LLC",EQUIPMENT,Vehicle,8150.0
08/09/2022,Keystone RV Company,EQUIPMENT,Vehicle,20610.0
08/09/2022,Volvo Trucks North America,ENGINE AND ENGINE COOLING,Vehicle,12.0
08/09/2022,"Mack Trucks, Inc.",ENGINE AND ENGINE COOLING,Vehicle,167.0
08/09/2022,Bowlus Road Chief LLC,EQUIPMENT,Vehicle,2.0
08/09/2022,"Nissan North America, Inc.",AIR BAGS,Equipment,375.0
08/09/2022,Kovatch Mobile Equipment Corp.,STEERING,Vehicle,11.0
08/08/2022,"Heartland Recreational Vehicles, LLC",EQUIPMENT,Vehicle,5446.0
08/08/2022,Cruiser RV,EQUIPMENT,Vehicle,726.0
08/08/2022,"Airstream, Inc.",EQUIPMENT,Vehicle,2856.0
08/08/2022,Shyft Group,ENGINE AND ENGINE COOLING,Vehicle,38.0
08/08/2022,Blue Bird Body Company,ENGINE AND ENGINE COOLING,Vehicle,2.0
08/08/2022,"Genuine Scooters, LLC",ELECTRICAL SYSTEM,Vehicle,38.0
08/08/2022,Pierce Manufacturing,ELECTRICAL SYSTEM,Vehicle,8.0
08/08/2022,Ford Motor Company,AIR BAGS,Vehicle,64974.0
08/08/2022,Orange EV,STEERING,Vehicle,3.0
08/08/2022,Global Environmental Products,STEERING,Vehicle,5.0
08/08/2022,Crane Carrier Company,STEERING,Vehicle,391.0
08/05/2022,"KTM North America, Inc.",TIRES,Vehicle,27399.0
08/05/2022,Bwise Manufacturing,EQUIPMENT,Vehicle,76.0
08/05/2022,"Tiffin Motorhomes, Inc.",ELECTRICAL SYSTEM,Vehicle,315.0
08/05/2022,Pierce Manufacturing,STEERING,Vehicle,514.0
08/05/2022,"Forest River, Inc.",EQUIPMENT,Vehicle,22.0
08/04/2022,"Jayco, Inc.",STRUCTURE,Vehicle,11532.0
08/04/2022,Starcraft RV,STRUCTURE,Vehicle,1441.0
08/04/2022,Highland Ridge RV,STRUCTURE,Vehicle,2448.0
08/04/2022,"Jayco, Inc.",EQUIPMENT,Vehicle,118.0
08/04/2022,"Pleasure Way Industries, Ltd.",ELECTRICAL SYSTEM,Vehicle,225.0
08/04/2022,Blue Bird Body Company,"FUEL SYSTEM, OTHER",Vehicle,49.0
08/04/2022,Blue Bird Body Company,"FUEL SYSTEM, OTHER",Vehicle,4900.0
08/04/2022,"Terex Advance Mixer, Inc.",ENGINE AND ENGINE COOLING,Vehicle,22.0
08/04/2022,"Altec Industries, Inc.",ELECTRICAL SYSTEM,Vehicle,594.0
08/04/2022,Newmar Corporation,EQUIPMENT,Vehicle,92.0
08/04/2022,PACCAR Incorporated,"FUEL SYSTEM, DIESEL",Vehicle,586.0
08/04/2022,"Charles Machine Works, Inc.",EQUIPMENT,Vehicle,1087.0
08/04/2022,"Jaguar Land Rover North America, LLC",ELECTRICAL SYSTEM,Vehicle,18.0
08/04/2022,"Jaguar Land Rover North America, LLC",ELECTRICAL SYSTEM,Vehicle,62.0
08/04/2022,Newmar Corporation,EQUIPMENT,Vehicle,1060.0
08/04/2022,"Ferrara Fire Apparatus, Inc.",STEERING,Vehicle,108.0
08/03/2022,"Tiffin Motorhomes, Inc.",EXTERIOR LIGHTING,Vehicle,10.0
08/03/2022,"Volkswagen Group of America, Inc.",STRUCTURE,Vehicle,1.0
08/03/2022,"Kalmar Solutions, LLC",STEERING,Vehicle,110.0
08/02/2022,"Forest River, Inc.",EQUIPMENT,Vehicle,609.0
08/02/2022,Delco Trailers LLC,SUSPENSION,Vehicle,1209.0
08/02/2022,"Mitsubishi Motors North America, Inc.",POWER TRAIN,Vehicle,76508.0
08/02/2022,Xtreme Outdoors,SUSPENSION,Vehicle,1004.0
08/01/2022,"Forest River, Inc.",EQUIPMENT,Vehicle,244.0
08/01/2022,"Kia America, Inc.",STRUCTURE,Vehicle,257998.0
08/01/2022,"Forest River, Inc.",EQUIPMENT,Vehicle,449.0
08/01/2022,E-One Incorporated,STEERING,Vehicle,7.0
07/29/2022,"KZRV, L.P.",STRUCTURE,Vehicle,4449.0
07/29/2022,"VLRV, LLC (Vanleigh RV)",EQUIPMENT,Vehicle,47.0
07/29/2022,"Forest River, Inc.",EQUIPMENT,Vehicle,49295.0
07/29/2022,"Proterra Operating Company, Inc.",ELECTRICAL SYSTEM,Equipment,99.0
07/29/2022,"Daimler Trucks North America, LLC",ENGINE AND ENGINE COOLING,Vehicle,71.0
07/29/2022,"Daimler Trucks North America, LLC",ENGINE AND ENGINE COOLING,Vehicle,1375.0
07/29/2022,Harley-Davidson Motor Company,EXTERIOR LIGHTING,Equipment,2055.0
07/28/2022,Winnebago Towable,EQUIPMENT,Vehicle,411.0
07/28/2022,"Navistar, Inc.",ELECTRICAL SYSTEM,Vehicle,8483.0
07/28/2022,"Gillig, LLC",ELECTRICAL SYSTEM,Vehicle,184.0
07/28/2022,"Chrysler (FCA US, LLC)",EXTERIOR LIGHTING,Equipment,668.0
07/28/2022,"Chrysler (FCA US, LLC)",EXTERIOR LIGHTING,Vehicle,99186.0
07/28/2022,"Cummins, Inc.",ENGINE AND ENGINE COOLING,Equipment,12196.0
07/28/2022,"Nissan North America, Inc.","SERVICE BRAKES, HYDRAULIC",Vehicle,5904.0
07/28/2022,PACCAR Incorporated,STEERING,Vehicle,47500.0
07/28/2022,"Eldorado National- California, Inc.",STEERING,Vehicle,14.0
07/28/2022,"Shandong New Continent Tire Co., Ltd.",TIRES,Tire,2045.0
07/27/2022,"Volkswagen Group of America, Inc.",AIR BAGS,Vehicle,1216.0
07/27/2022,"BMW of North America, LLC",ELECTRICAL SYSTEM,Vehicle,367.0
07/27/2022,"Corp. Micro Bird, Inc.",STRUCTURE,Vehicle,127.0
07/27/2022,"Volkswagen Group of America, Inc.",VISIBILITY,Vehicle,2238.0
07/26/2022,E-One Incorporated,ELECTRICAL SYSTEM,Vehicle,78.0
07/26/2022,"Spartan Fire, LLC",ELECTRICAL SYSTEM,Vehicle,8.0
07/26/2022,"Ferrari North America, Inc.","SERVICE BRAKES, HYDRAULIC",Vehicle,23555.0
07/26/2022,Capacity of Texas,STEERING,Vehicle,58.0
07/22/2022,"Ember Recreational Vehicles, INC",EQUIPMENT,Vehicle,145.0
07/22/2022,"Monroe Towmaster,LLC",TIRES,Vehicle,26.0
07/22/2022,"Daimler Trucks North America, LLC",EQUIPMENT,Vehicle,446.0
07/22/2022,"Mercedes-Benz USA, LLC",ELECTRICAL SYSTEM,Vehicle,16977.0
07/22/2022,Lion Electric Company,PARKING BRAKE,Vehicle,39.0
07/22/2022,Shyft Group,STEERING,Vehicle,100.0
07/22/2022,Ford Motor Company,STEERING,Vehicle,692.0
07/21/2022,Toyota Motor Engineering & Manufacturing,CHILD SEAT,Vehicle,75316.0
07/21/2022,Toyota Motor Engineering & Manufacturing,AIR BAGS,Vehicle,3533.0
07/21/2022,"Jaguar Land Rover North America, LLC",EXTERIOR LIGHTING,Vehicle,5297.0
07/21/2022,Cruiser RV,EQUIPMENT,Vehicle,68.0
07/21/2022,"Subaru of America, Inc.",EXTERIOR LIGHTING,Vehicle,59934.0
07/21/2022,"Nissan North America, Inc.",BACK OVER PREVENTION,Vehicle,10477.0
07/21/2022,"Tesla, Inc.",AIR BAGS,Vehicle,5.0
07/21/2022,"Jaguar Land Rover North America, LLC",SEAT BELTS,Vehicle,4927.0
07/21/2022,"Jaguar Land Rover North America, LLC",SEAT BELTS,Vehicle,176.0
07/21/2022,Cheetah Chassis Corporation,EQUIPMENT,Vehicle,466.0
07/20/2022,"Alliance RV, LLC",EQUIPMENT,Vehicle,2319.0
07/20/2022,"Volkswagen Group of America, Inc.","FUEL SYSTEM, GASOLINE",Vehicle,49443.0
07/20/2022,"BMW of North America, LLC","FUEL SYSTEM, GASOLINE",Vehicle,5.0
07/20/2022,"Daimler Trucks North America, LLC",STRUCTURE,Vehicle,3.0
07/20/2022,"Tiffin Motorhomes, Inc.",EQUIPMENT,Vehicle,1323.0
07/20/2022,"Volkswagen Group of America, Inc.",BACK OVER PREVENTION,Vehicle,43091.0
07/20/2022,"Volkswagen Group of America, Inc.",SEAT BELTS,Vehicle,2584.0
07/19/2022,"Cummins, Inc.",ELECTRICAL SYSTEM,Equipment,1213.0
07/19/2022,"Kia America, Inc.",TIRES,Vehicle,8.0
07/19/2022,"Daimler Trucks North America, LLC",SEATS,Vehicle,1808.0
07/18/2022,"Besser Pro, LLC",EQUIPMENT,Equipment,803.0
07/15/2022,Isuzu Motors Limited,ENGINE AND ENGINE COOLING,Vehicle,11.0
07/15/2022,Arcimoto Inc,ELECTRICAL SYSTEM,Vehicle,581.0
07/15/2022,"Engineered Controls International, LLC",EQUIPMENT,Equipment,9500.0
07/14/2022,Blue Bird Body Company,ELECTRICAL SYSTEM,Vehicle,482.0
07/14/2022,Blue Bird Body Company,ELECTRICAL SYSTEM,Vehicle,1.0
07/14/2022,"Chrysler (FCA US, LLC)",TIRES,Equipment,1176.0
07/14/2022,"Chrysler (FCA US, LLC)",TIRES,Vehicle,52340.0
07/13/2022,Van Hool N.V.,SUSPENSION,Vehicle,68.0
07/13/2022,"Bombardier Recreational Products, Inc.",STEERING,Vehicle,9353.0
07/13/2022,Toyota Motor Engineering & Manufacturing,BACK OVER PREVENTION,Vehicle,31428.0
07/12/2022,Vermeer Manufacturing Company,TRAILER HITCHES,Vehicle,25.0
07/12/2022,"Winnebago Industries, Inc.",EQUIPMENT,Vehicle,33.0
07/11/2022,Prevost Car (US) Inc.,SEATS,Vehicle,30.0
07/11/2022,Eveland's Inc.,EQUIPMENT,Vehicle,9.0
07/11/2022,"Daimler Vans USA, LLC",ELECTRICAL SYSTEM,Vehicle,2.0
07/11/2022,"Mercedes-Benz USA, LLC",BACK OVER PREVENTION,Vehicle,8530.0
07/11/2022,"Mercedes-Benz USA, LLC",POWER TRAIN,Vehicle,1168.0
07/11/2022,Isuzu Motors Limited,POWER TRAIN,Vehicle,4.0
07/11/2022,Prevost Car (US) Inc.,SEATS,Vehicle,206.0
07/11/2022,"Big Tex Trailer Manufacturing, Inc.",TIRES,Vehicle,1724.0
07/08/2022,"Forest River, Inc.",EQUIPMENT,Vehicle,19911.0
07/08/2022,"Forest River, Inc.",ELECTRICAL SYSTEM,Vehicle,43.0
07/08/2022,"Subaru of America, Inc.",POWER TRAIN,Vehicle,182.0
07/08/2022,"Forest River, Inc.",EQUIPMENT,Vehicle,172.0
07/08/2022,Roadtrek Inc.,EQUIPMENT,Vehicle,785.0
07/08/2022,"Forest River, Inc.",ELECTRICAL SYSTEM,Vehicle,202.0
07/07/2022,"BMW of North America, LLC",ELECTRICAL SYSTEM,Vehicle,6930.0
07/07/2022,Ford Motor Company,ENGINE AND ENGINE COOLING,Vehicle,100689.0
07/07/2022,"Daimler Vans USA, LLC",TIRES,Vehicle,24359.0
07/06/2022,"Cummins, Inc.",EQUIPMENT,Vehicle,128.0
07/06/2022,"Cummins, Inc.",ELECTRICAL SYSTEM,Equipment,469.0
07/06/2022,"Southeast Toyota Distributors, LLC",EQUIPMENT,Vehicle,280.0
07/06/2022,"Forest River, Inc.",EQUIPMENT,Vehicle,958.0
07/06/2022,"Forest River, Inc.",ELECTRICAL SYSTEM,Vehicle,12141.0
07/05/2022,Lippert,EQUIPMENT,Equipment,73230.0
07/01/2022,Silver Eagle Manufacturing Company,EQUIPMENT,Vehicle,146.0
07/01/2022,"Mercedes-Benz USA, LLC",AIR BAGS,Vehicle,81.0
07/01/2022,"Oliver Travel Trailers, INC.",POWER TRAIN,Vehicle,13.0
07/01/2022,"Volkswagen Group of America, Inc.",AIR BAGS,Vehicle,28624.0
07/01/2022,"Mitsubishi Motors North America, Inc.",BACK OVER PREVENTION,Vehicle,56080.0
07/01/2022,"Subaru of America, Inc.",ELECTRICAL SYSTEM,Vehicle,15.0
07/01/2022,"Autocar, LLC",STEERING,Vehicle,653.0
07/01/2022,"Mercedes-Benz USA, LLC",STRUCTURE,Vehicle,2526.0
06/30/2022,"Altec Industries, Inc.",ELECTRICAL SYSTEM,Vehicle,430.0
06/30/2022,"General Motors, LLC",EXTERIOR LIGHTING,Vehicle,242.0
06/30/2022,"General Motors, LLC","SERVICE BRAKES, HYDRAULIC",Vehicle,23734.0
06/30/2022,"Daimler Trucks North America, LLC",PARKING BRAKE,Vehicle,17.0
06/29/2022,"KZRV, L.P.",EQUIPMENT,Vehicle,13.0
06/28/2022,Hyundai Motor America,HYBRID PROPULSION SYSTEM,Vehicle,10575.0
06/28/2022,"Custom Fire Apparatus, Inc.",STEERING,Vehicle,1.0
06/28/2022,"Daimler Trucks North America, LLC",POWER TRAIN,Vehicle,25.0
06/27/2022,Hyundai Motor America,SEAT BELTS,Vehicle,72142.0
06/24/2022,"Daimler Trucks North America, LLC","SERVICE BRAKES, AIR",Vehicle,17.0
06/24/2022,Ford Motor Company,ENGINE,Vehicle,776.0
06/24/2022,"Airstream, Inc.",SUSPENSION,Vehicle,224.0
06/24/2022,Ford Motor Company,VISIBILITY,Vehicle,63294.0
06/24/2022,"Forest River, Inc.",EQUIPMENT,Vehicle,205.0
06/24/2022,Ford Motor Company,EXTERIOR LIGHTING,Vehicle,965.0
06/24/2022,Ford Motor Company,TIRES,Vehicle,2666.0
06/24/2022,"Nissan North America, Inc.",POWER TRAIN,Vehicle,180176.0
06/23/2022,Toyota Motor Engineering & Manufacturing,POWER TRAIN,Vehicle,46176.0
06/23/2022,Honda (American Honda Motor Co.),ENGINE AND ENGINE COOLING,Vehicle,1740.0
06/23/2022,"General Motors, LLC","FUEL SYSTEM, GASOLINE",Vehicle,228.0
06/23/2022,Goodyear Tire & Rubber Company,TIRES,Tire,76.0
06/23/2022,Great Dane Trailers,SUSPENSION,Vehicle,9.0
06/23/2022,"Kia America, Inc.",SEAT BELTS,Vehicle,17199.0
06/23/2022,Toyota Motor Engineering & Manufacturing,WHEELS,Vehicle,661.0
06/22/2022,"Grand Design RV, LLC",ELECTRICAL SYSTEM,Vehicle,165.0
06/22/2022,"Daimler Trucks North America, LLC",SERVICE BRAKES,Vehicle,17.0
06/22/2022,Dexter Axle Company,POWER TRAIN,Equipment,2926.0
06/22/2022,"Daimler Trucks North America, LLC",STRUCTURE,Vehicle,3.0
06/21/2022,"Proterra Operating Company, Inc.",ELECTRICAL SYSTEM,Equipment,185.0
06/21/2022,"Fabform Industries, INC.",STRUCTURE,Vehicle,1515.0
06/20/2022,BorgWarner,ENGINE AND ENGINE COOLING,Equipment,2217.0
06/20/2022,"Daimler Trucks North America, LLC",ENGINE AND ENGINE COOLING,Vehicle,461.0
06/20/2022,"Daimler Trucks North America, LLC",ENGINE AND ENGINE COOLING,Vehicle,258.0
06/17/2022,"Heartland Recreational Vehicles, LLC",EQUIPMENT,Vehicle,12285.0
06/17/2022,Cruiser RV,EQUIPMENT,Vehicle,2985.0
06/17/2022,Triple E Recreational Vehicles,EQUIPMENT,Vehicle,371.0
06/17/2022,"Gillig, LLC",ELECTRICAL SYSTEM,Vehicle,169.0
06/17/2022,"Autocar, LLC",ELECTRICAL SYSTEM,Vehicle,2143.0
06/17/2022,Isuzu Motors Limited,ELECTRICAL SYSTEM,Vehicle,974.0
06/17/2022,Nova Bus (US) Inc.,STEERING,Equipment,1.0
06/16/2022,Honda (American Honda Motor Co.),STRUCTURE,Vehicle,132882.0
06/16/2022,"General Motors, LLC",SUSPENSION,Vehicle,736.0
06/16/2022,"Navistar, Inc.",STEERING,Vehicle,33655.0
06/16/2022,"Navistar, Inc.",STEERING,Vehicle,3570.0
06/16/2022,"Irbit Motorworks of America, Inc.",WHEELS,Vehicle,3250.0
06/15/2022,PACCAR Incorporated,"SERVICE BRAKES, HYDRAULIC",Vehicle,3.0
06/15/2022,Lamborghini (Automobili Lamborghini),STRUCTURE,Vehicle,21.0
06/15/2022,PACCAR Incorporated,POWER TRAIN,Vehicle,402.0
06/14/2022,"Kaufman Trailers of NC, Inc.",STRUCTURE,Vehicle,235.0
06/13/2022,Shyft Group,SEATS,Vehicle,5551.0
06/13/2022,"Daimler Trucks North America, LLC",ELECTRICAL SYSTEM,Vehicle,185.0
06/13/2022,"Nissan North America, Inc.",LATCHES/LOCKS/LINKAGES,Vehicle,322671.0
06/13/2022,Nova Bus (US) Inc.,ELECTRICAL SYSTEM,Vehicle,273.0
06/13/2022,KENTUCKY TRAILER MANUFACTURING,STRUCTURE,Vehicle,2944.0
06/10/2022,Ford Motor Company,LATCHES/LOCKS/LINKAGES,Vehicle,53103.0
06/10/2022,Ford Motor Company,ELECTRICAL SYSTEM,Vehicle,48924.0
06/10/2022,Ford Motor Company,ELECTRICAL SYSTEM,Vehicle,30363.0
06/10/2022,Ford Motor Company,POWER TRAIN,Vehicle,2925968.0
06/10/2022,Ford Motor Company,"FUEL SYSTEM, GASOLINE",Vehicle,1.0
06/09/2022,"Roush CleanTech, LLC","FUEL SYSTEM, OTHER",Equipment,12823.0
06/09/2022,"Roush CleanTech, LLC","FUEL SYSTEM, OTHER",Vehicle,3285.0
06/09/2022,"Chrysler (FCA US, LLC)","FUEL SYSTEM, DIESEL",Equipment,27316.0
06/09/2022,"Chrysler (FCA US, LLC)","FUEL SYSTEM, DIESEL",Vehicle,138645.0
06/09/2022,"Ferrara Fire Apparatus, Inc.",EQUIPMENT,Vehicle,22.0
06/09/2022,"Chrysler (FCA US, LLC)",BACK OVER PREVENTION,Vehicle,117413.0
06/09/2022,"Forest River, Inc.",EQUIPMENT,Vehicle,607.0
06/09/2022,"Chrysler (FCA US, LLC)","SERVICE BRAKES, HYDRAULIC",Vehicle,206502.0
06/08/2022,Keystone Coachworks Inc,EQUIPMENT,Vehicle,4.0
06/08/2022,Zero Motorcycles Inc.,"SERVICE BRAKES, HYDRAULIC",Vehicle,23.0
06/08/2022,"Daimler Trucks North America, LLC",STEERING,Vehicle,5768.0
06/08/2022,"Porsche Cars North America, Inc.",BACK OVER PREVENTION,Vehicle,12490.0
06/07/2022,"C.E. Smith Company, Inc.",SUSPENSION,Vehicle,2043.0
06/07/2022,Off Grid Trailers,EQUIPMENT,Vehicle,300.0
06/07/2022,"Kawasaki Motors Corp., U.S.A.","SERVICE BRAKES, HYDRAULIC",Vehicle,1923.0
06/07/2022,"Clek, Inc.",CHILD SEAT,Child Seat,11123.0
06/07/2022,Volvo Trucks North America,STEERING,Vehicle,1779.0
06/07/2022,"Mack Trucks, Inc.",STEERING,Vehicle,5644.0
06/06/2022,"Corp. Micro Bird, Inc.",SEAT BELTS,Vehicle,3.0
06/06/2022,"Forest River, Inc.",EQUIPMENT,Vehicle,168.0
06/03/2022,"Daimler Trucks North America, LLC",STEERING,Vehicle,3573.0
06/02/2022,"General Motors, LLC","SERVICE BRAKES, HYDRAULIC",Vehicle,237.0
06/02/2022,"Winnebago Industries, Inc.",EQUIPMENT,Vehicle,56.0
06/02/2022,Goodyear Tire & Rubber Company,TIRES,Tire,173237.0
06/01/2022,"Dalton Enterprises, Inc.",EQUIPMENT,Vehicle,6.0
06/01/2022,"Elgin Sweeper Company, Inc.",EQUIPMENT,Vehicle,120.0
05/31/2022,TM Industries,EQUIPMENT,Vehicle,10.0
05/30/2022,Escape Trailer,EQUIPMENT,Vehicle,123.0
05/30/2022,Escape Trailer,EQUIPMENT,Vehicle,880.0
05/28/2022,"R.H. Sheppard Co., Inc.",STEERING,Equipment,105271.0
05/27/2022,Roadtrek Inc.,EQUIPMENT,Vehicle,99.0
05/27/2022,"Forest River, Inc.",ELECTRICAL SYSTEM,Vehicle,483.0
05/27/2022,Ford Motor Company,EQUIPMENT,Vehicle,5247.0
05/27/2022,Ford Motor Company,POWER TRAIN,Vehicle,25032.0
05/27/2022,"Ox Bodies, Inc.",STRUCTURE,Equipment,339.0
05/27/2022,"Ox Bodies, Inc.",STRUCTURE,Vehicle,4696.0
05/27/2022,Keystone RV Company,EQUIPMENT,Vehicle,764.0
05/27/2022,Ford Motor Company,"SERVICE BRAKES, HYDRAULIC",Equipment,6383.0
05/26/2022,Oshkosh Corporation,ELECTRICAL SYSTEM,Vehicle,1316.0
05/26/2022,"General Motors, LLC",SEATS,Vehicle,1631.0
05/26/2022,Milwaukee Performance Helmets,EQUIPMENT,Equipment,340.0
05/26/2022,Honda (American Honda Motor Co.),"FUEL SYSTEM, GASOLINE",Vehicle,212.0
05/26/2022,"Daimler Trucks North America, LLC",TIRES,Vehicle,2549.0
05/26/2022,"McNeilus Truck & Manufacturing, Inc.",STRUCTURE,Vehicle,8.0
05/26/2022,"McNeilus Truck & Manufacturing, Inc.",EQUIPMENT,Vehicle,792.0
05/25/2022,"Daimler Trucks North America, LLC","SERVICE BRAKES, AIR",Vehicle,4.0
05/24/2022,"Cross Country Mfg., Inc.",EQUIPMENT,Vehicle,72.0
05/24/2022,Braun Ambulances,ELECTRICAL SYSTEM,Vehicle,4.0
05/24/2022,E-One Incorporated,ELECTRICAL SYSTEM,Vehicle,18.0
05/24/2022,"Spartan Fire, LLC",ELECTRICAL SYSTEM,Vehicle,27.0
05/23/2022,"Volkswagen Group of America, Inc.",ENGINE AND ENGINE COOLING,Vehicle,72.0
05/23/2022,Lippert,STRUCTURE,Equipment,52.0
05/23/2022,"Navistar, Inc.",STEERING,Vehicle,4970.0
05/23/2022,"Navistar, Inc.",STEERING,Vehicle,128.0
05/23/2022,Red Rock LLC,EQUIPMENT,Equipment,944.0
05/20/2022,Joe's Trailer Mfg.,EQUIPMENT,Vehicle,20.0
05/20/2022,"Bravo Trailers, LLC",EQUIPMENT,Vehicle,565.0
05/20/2022,"Forest River, Inc.",EQUIPMENT,Vehicle,162.0
05/20/2022,"Daimler Vans USA, LLC",COMMUNICATION,Vehicle,19937.0
05/20/2022,"Mercedes-Benz USA, LLC",COMMUNICATION,Vehicle,234918.0
05/20/2022,"General Motors, LLC","SERVICE BRAKES, HYDRAULIC",Vehicle,39.0
05/20/2022,Isuzu Motors Limited,"FUEL SYSTEM, DIESEL",Vehicle,154.0
05/19/2022,"Navistar, Inc.","SERVICE BRAKES, HYDRAULIC",Vehicle,15.0
05/19/2022,Reiser Manufacturing,EQUIPMENT,Vehicle,34.0
05/19/2022,"Bigfoot Industries, Inc.",EQUIPMENT,Vehicle,2.0
05/19/2022,"Coach House, Inc.",EQUIPMENT,Vehicle,8.0
05/19/2022,"General Motors, LLC",AIR BAGS,Equipment,74.0
05/19/2022,Hyundai Motor America,SEAT BELTS,Vehicle,230233.0
05/19/2022,"General Motors, LLC",SEATS,Vehicle,221.0
05/18/2022,"Oliver Travel Trailers, INC.",EQUIPMENT,Vehicle,40.0
05/18/2022,"Bombardier Recreational Products, Inc.",POWER TRAIN,Vehicle,30389.0
05/18/2022,"Lucid USA, Inc.",ELECTRICAL SYSTEM,Vehicle,1117.0
05/18/2022,Hyundai Motor America,ELECTRICAL SYSTEM,Vehicle,158.0
05/18/2022,"Airstream, Inc.",EQUIPMENT,Vehicle,554.0
05/18/2022,"Altec Industries, Inc.",EQUIPMENT,Vehicle,477.0
05/18/2022,Prevost Car (US) Inc.,VISIBILITY,Vehicle,189.0
05/17/2022,"Tracker Marine, LLC",WHEELS,Vehicle,27078.0
05/17/2022,"Kia America, Inc.",ELECTRICAL SYSTEM,Vehicle,3596.0
05/17/2022,Ford Motor Company,ENGINE,Vehicle,66221.0
05/17/2022,Vanguard National Trailer Corporation,WHEELS,Vehicle,2.0
05/16/2022,Bowlus Road Chief LLC,EQUIPMENT,Vehicle,2.0
05/16/2022,"Daimler Trucks North America, LLC",ELECTRONIC STABILITY CONTROL,Vehicle,22.0
05/16/2022,"Daimler Trucks North America, LLC",EQUIPMENT,Vehicle,185.0
05/16/2022,Shyft Group,EQUIPMENT,Vehicle,1826.0
05/16/2022,"Carparts.com, Inc.",ENGINE AND ENGINE COOLING,Equipment,3450.0
05/16/2022,"Daimler Trucks North America, LLC",POWER TRAIN,Vehicle,23.0
05/13/2022,Ford Motor Company,AIR BAGS,Vehicle,310203.0
